,title,release_date,revenue,runtime,budget,original_language,genres,imdb_rating,imdb_votes
335719,BlacKkKlansman,2018-08-09,93411426.0,136.0,15000000.0,en,"Crime, Comedy, Drama",7.5,296085.0
335827,The Kitchen,2019-08-08,16000000.0,103.0,38000000.0,en,"Action, Crime, Drama",5.6,23246.0
336876,3 from Hell,2019-09-16,2295825.0,115.0,3000000.0,en,"Horror, Thriller",5.4,18571.0
337477,Eighth Grade,2018-01-19,13539709.0,94.0,2000000.0,en,"Comedy, Drama",7.4,83591.0
337480,Blaze,2018-08-17,467306.0,129.0,1200000.0,en,"Drama, Music, History",6.5,3711.0
337481,Destination Wedding,2018-08-02,2183025.0,90.0,7000000.0,en,"Romance, Comedy, Drama",6.0,34123.0
337483,American Animals,2018-06-01,2847319.0,117.0,3000000.0,en,"Drama, Crime, Documentary",7.0,50150.0
337540,Searching,2018-08-24,75462037.0,102.0,1000000.0,en,"Thriller, Mystery, Drama",7.6,182694.0
337641,Green Book,2018-11-16,319700000.0,130.0,23000000.0,en,"Drama, History",8.2,595526.0
338475,Judy,2019-09-27,38981322.0,118.0,10000000.0,en,"Drama, History, Music",6.8,55522.0
338584,Instant Family,2018-11-13,121000000.0,118.0,48000000.0,en,"Comedy, Drama",7.3,123733.0
339179,Marriage Story,2019-09-28,2300000.0,137.0,18000000.0,en,Drama,7.9,352686.0
339329,Cops and Robbers,2017-12-12,5500000.0,88.0,5500000.0,en,"Action, Crime",4.0,573.0
339338,The Big Sleaze,2010-06-28,1000.0,105.0,5000.0,en,"Comedy, Action",6.9,39.0
339364,Ben Is Back,2018-12-05,12616995.0,103.0,13000000.0,en,Drama,6.7,24413.0
339437,The Kid,2019-03-08,1561698.0,100.0,8000000.0,en,"Western, Drama, Action",5.9,9670.0
339470,The Turning,2020-01-23,19428166.0,94.0,14000000.0,en,"Horror, Thriller",3.9,16510.0
339877,Beats,2019-05-17,310827.0,100.0,25000.0,en,"Drama, Comedy, Music",7.1,4849.0
340206,Dungeons & Dragons: Honor Among Thieves,2023-03-23,208200000.0,134.0,151000000.0,en,"Adventure, Fantasy, Comedy",7.2,239976.0
340226,Operation Finale,2018-08-29,17506878.0,124.0,24000000.0,en,"Drama, History, Thriller",6.6,49795.0
340534,Hereditary,2018-06-07,87825916.0,128.0,10000000.0,en,"Horror, Mystery, Thriller",7.3,395398.0
341496,Benji,2018-03-16,585333.0,87.0,6000000.0,en,"Drama, Comedy, Family, Crime",6.3,5584.0
341933,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,205537933.0,109.0,75000000.0,en,"Action, Crime",6.1,268922.0
342329,Heartthrob,2017-10-10,90000000.0,86.0,4000000.0,en,"Drama, Romance, Thriller",5.4,2739.0
343437,Black Widow,2021-01-01,379751131.0,134.0,200000000.0,en,"Action, Adventure, Science Fiction",6.6,436857.0
343515,Breaking In,2018-05-05,49078000.0,88.0,6000000.0,en,"Thriller, Crime, Action",5.5,17206.0
343526,Triangle of Sadness,2022-09-18,24733572.0,147.0,15600000.0,en,"Comedy, Drama",7.3,188490.0
344221,Never Grow Old,2019-03-15,106796.0,101.0,12000000.0,en,Western,6.0,4968.0
344530,Sudden Reality,2015-11-15,17.0,0.0,10.0,en,"Thriller, Horror",6.1,37.0
344555,Oxidan,2018-01-17,200000.0,90.0,10000.0,en,Comedy,5.2,2042.0
345007,Dora and the Lost City of Gold,2019-08-08,120600000.0,102.0,49000000.0,en,"Adventure, Comedy, Family, Fantasy",6.1,35785.0
345596,SuperFly,2018-06-13,20545116.0,107.0,16000000.0,en,"Action, Crime",5.3,7738.0
345729,Upgrade,2018-05-31,16706680.0,100.0,5000000.0,en,"Action, Thriller, Science Fiction",7.5,214278.0
345881,Miss Bala,2019-02-01,15200000.0,104.0,15000000.0,en,Action,5.8,13188.0
345935,Primal,2019-12-27,146863.0,97.0,9000000.0,en,"Action, Adventure, Thriller, Horror",4.9,11576.0
346132,Doctor Sleep,2019-10-30,72381712.0,152.0,45000000.0,en,"Horror, Thriller, Fantasy",7.3,224010.0
346622,A Journal for Jordan,2021-12-22,6700000.0,131.0,25000000.0,en,"Drama, Romance",6.0,3003.0
346663,A Beautiful Day in the Neighborhood,2019-09-07,67900000.0,109.0,25000000.0,en,"Drama, History",7.2,90150.0
346726,Bill & Ted Face the Music,2020-08-27,6300000.0,91.0,25000000.0,en,"Comedy, Science Fiction, Adventure",5.9,53837.0
347036,The Super Mario Bros. Movie,2023-04-05,1362000000.0,93.0,100000000.0,en,"Animation, Family, Adventure, Fantasy, Comedy",7.0,249453.0
347084,Ma,2019-05-29,51749995.0,99.0,5000000.0,en,"Horror, Thriller",5.6,60691.0
347294,Book Club,2018-05-18,78720293.0,104.0,10000000.0,en,"Romance, Comedy, Drama",6.1,32942.0
347577,Freaks & Errors: A Rare Collection,2017-11-09,17.0,95.0,100000.0,en,Documentary,7.2,40.0
348087,Second Act,2018-11-22,72282227.0,103.0,16000000.0,en,"Romance, Comedy",5.8,30892.0
348202,Army of the Dead,2021-05-14,190700000.0,148.0,90000000.0,en,"Action, Crime, Horror",5.8,191722.0
348347,The Lighthouse,2019-10-18,18100000.0,109.0,11000000.0,en,"Drama, Fantasy, Thriller",7.4,264189.0
348565,The Mule,2018-12-14,174800000.0,116.0,50000000.0,en,"Crime, Drama",7.0,155840.0
348893,Motherless Brooklyn,2019-10-31,18377736.0,145.0,26000000.0,en,"Drama, Thriller",6.8,63613.0
348933,Rocketman,2019-05-17,167300000.0,121.0,40000000.0,en,"Music, Drama",7.3,199009.0
349124,The Bob's Burgers Movie,2022-05-26,34148750.0,102.0,38000000.0,en,"Animation, Adventure, Comedy",7.0,22147.0
349296,Death on the Nile,2022-02-09,137307235.0,127.0,90000000.0,en,"Mystery, Crime, Thriller",6.3,194193.0
349318,Unfriended: Dark Web,2018-07-19,16000000.0,93.0,1000000.0,en,"Horror, Thriller, Mystery",6.0,39512.0
349759,Booksmart,2019-05-24,24849029.0,102.0,6000000.0,en,Comedy,7.1,133783.0
349795,Black Panther: Wakanda Forever,2022-11-09,859102154.0,162.0,250000000.0,en,"Action, Adventure, Science Fiction",6.7,316385.0
350133,Prospect,2018-10-02,22777.0,98.0,4000000.0,en,Science Fiction,6.3,35536.0
350485,The Riven,2014-05-26,15.0,96.0,10.0,en,Drama,8.2,7.0
350657,Unbroken: Path to Redemption,2018-09-14,6200000.0,98.0,6000000.0,en,Drama,5.8,3549.0
350806,Hurricane,2018-09-07,2137751.0,107.0,10000000.0,en,"War, Drama, Action",5.9,5589.0
350960,Jurassic World Dominion,2022-06-01,1001978080.0,147.0,165000000.0,en,"Adventure, Action, Science Fiction",5.6,213822.0
350962,Five Nights at Freddy's,2023-10-25,294803785.0,110.0,20000000.0,en,"Horror, Mystery",5.4,104139.0
351093,The Killer's Game,2024-09-12,5090881.0,104.0,30000000.0,en,"Action, Comedy, Crime",5.7,4096.0
352118,Onward,2020-02-29,141940042.0,103.0,200000000.0,en,"Family, Animation, Adventure, Comedy, Fantasy",7.4,174365.0
352120,Soul,2020-12-25,121977511.0,101.0,150000000.0,en,"Animation, Family, Comedy, Fantasy",8.0,392112.0
352231,Kropemann,2016-11-11,5000.0,93.0,25000.0,en,Horror,7.6,17.0
352290,Danger Close: The Battle of Long Tan,2019-08-08,2078370.0,119.0,23934823.0,en,"War, Action, Drama, History",6.8,15496.0
352374,A Dog's Way Home,2019-01-10,17643857.0,96.0,18000000.0,en,"Drama, Adventure, Family",6.7,20570.0
352396,The Sun Is Also a Star,2019-05-16,6800000.0,100.0,9000000.0,en,"Romance, Drama",5.9,8289.0
352514,Luca,2021-06-17,51074773.0,95.0,200000000.0,en,"Animation, Comedy, Fantasy, Adventure, Family",7.4,201536.0
352515,Turning Red,2022-03-10,21328962.0,100.0,175000000.0,en,"Animation, Family, Comedy, Fantasy",7.0,158598.0
353257,The Fanatic,2019-08-30,3153.0,89.0,18000000.0,en,"Crime, Thriller",4.1,12703.0
353387,Solstice,2018-12-18,65.0,48.0,130.0,en,"Drama, Family",5.9,63.0
353620,Seberg,2019-12-13,592565.0,103.0,8000000.0,en,"Thriller, Drama",6.0,10553.0
354521,The Good Liar,2019-11-08,33856058.0,109.0,10000000.0,en,Crime,6.7,48511.0
354610,"My Sailor, My Love",2022-09-30,159180.0,102.0,4600000.0,en,"Drama, Romance",7.1,1210.0
354940,West Side Story,2021-12-08,76016171.0,156.0,100000000.0,en,"Drama, Romance, Crime",7.1,97683.0
355094,Crawl,2019-07-11,91500000.0,87.0,13500000.0,en,"Horror, Thriller",6.1,96212.0
355267,Red Notice,2021-11-04,178143.0,118.0,160000000.0,en,"Action, Comedy, Crime",6.3,327134.0
355268,Happy Death Day 2U,2019-02-13,64600000.0,100.0,9000000.0,en,"Comedy, Horror, Science Fiction",6.2,87868.0
355272,Jumanji: The Next Level,2019-12-04,801693929.0,123.0,125000000.0,en,"Adventure, Comedy, Fantasy",6.7,292329.0
355327,Honey Boy,2019-09-28,3400977.0,94.0,3500000.0,en,Drama,7.2,41445.0
355994,Stuber,2019-07-11,32400000.0,93.0,16000000.0,en,"Action, Comedy",6.2,52164.0
356207,Trouble Is My Business,2018-04-03,679000.0,116.0,250000.0,en,"Adventure, Mystery, Romance, Thriller",4.4,4770.0
356227,Boss Level,2021-02-19,2000000.0,101.0,45000000.0,en,"Action, Science Fiction, Thriller",6.8,81281.0
356546,The Debt Collector,2018-06-05,28645.0,96.0,3000000.0,en,"Action, Comedy",5.9,9167.0
356939,Savage,2017-12-07,29700.0,100.0,11000.0,en,"Comedy, Drama",8.1,51.0
357024,Mara,2018-08-22,661769.0,100.0,5000000.0,en,"Crime, Horror, Thriller",5.1,9120.0
357160,Breakthrough,2019-04-10,49200000.0,116.0,14000000.0,en,Drama,6.3,11207.0
357310,Nobody's Fool,2018-10-31,29200000.0,110.0,19000000.0,en,"Comedy, Romance",5.0,8221.0
357509,The Hunt,2020-03-11,10550350.0,90.0,14000000.0,en,"Action, Thriller, Horror",6.6,132336.0
357577,The Aeronauts,2019-11-04,3485251.0,100.0,40000000.0,en,"Adventure, Drama, Romance",6.6,38156.0
357644,Jojo Rabbit,2019-10-18,82468705.0,108.0,14000000.0,en,"Comedy, War, Drama",7.9,452004.0
357770,Putani Safari,2017-03-11,250000.0,134.0,100000.0,en,,7.4,9.0
357791,Yesterday,2019-06-26,154608856.0,116.0,26000000.0,en,"Comedy, Fantasy, Music, Romance",6.8,171809.0
358266,StarDog and TurboCat,2019-12-06,585443.0,88.0,2100000.0,en,"Animation, Comedy, Family",5.2,2506.0
358355,Rahul Subramanian: Kal Main Udega,2018-03-16,10000.0,63.0,1000.0,en,Comedy,7.7,952.0
358742,Antlers,2021-10-28,18867659.0,99.0,17000000.0,en,"Drama, Horror, Mystery",5.9,45679.0
359006,The Empty Man,2020-10-22,4796993.0,137.0,16000000.0,en,"Horror, Mystery, Thriller",6.2,40660.0
359661,Tesla,2020-08-14,459051.0,102.0,5000000.0,en,"History, Drama",5.1,10781.0
359745,Lancaster Skies,2019-02-27,67522.0,98.0,80000.0,en,"Drama, War, Action",4.3,1726.0
359923,Four Twenty,2015-10-05,100.0,10.0,50.0,en,"Drama, Comedy",9.7,7.0
360191,Whistle,2015-09-01,25.0,3.0,25.0,en,"Horror, Crime, Thriller, Fantasy",5.7,13.0
361051,Despicable Me 4,2024-06-20,953140610.0,94.0,100000000.0,en,"Animation, Family, Comedy, Action",6.2,44414.0
361611,The Real Chainsaw Massacre,2014-08-31,100.0,48.0,100.0,en,"Documentary, Crime",5.4,79.0
361695,Bodies Bodies Bodies,2022-08-05,13900000.0,94.0,3000000.0,en,"Horror, Comedy, Mystery",6.2,77233.0
362273,A Quiet Place Part II,2021-05-21,297372261.0,96.0,61000000.0,en,"Science Fiction, Thriller, Horror",7.2,289999.0
362389,The Personal History of David Copperfield,2019-11-07,11620337.0,119.0,15600000.0,en,Comedy,6.4,22878.0
362496,Annabelle Comes Home,2019-06-26,231252591.0,106.0,27000000.0,en,Horror,5.9,89641.0
363124,Good Boys,2019-08-14,111037232.0,89.0,20000000.0,en,Comedy,6.7,83785.0
363339,The 355,2022-01-05,55700000.0,122.0,75000000.0,en,"Action, Adventure, Thriller",5.6,39215.0
363454,Midway,2019-11-06,127400000.0,138.0,100000000.0,en,"Action, War, History",6.7,96498.0
363499,Just Mercy,2019-12-25,50401502.0,137.0,25000000.0,en,"Drama, Crime, History",7.6,77382.0
363732,Peter Rabbit 2: The Runaway,2021-03-25,153000000.0,93.0,45000000.0,en,"Family, Comedy, Adventure, Animation",6.2,15137.0
363761,A Dog's Journey,2019-05-03,78871079.0,109.0,16000000.0,en,"Family, Adventure, Drama",7.4,29682.0
363842,The Gentlemen,2020-01-01,115171795.0,113.0,22000000.0,en,"Action, Crime, Comedy",7.8,416506.0
363883,Escape Room,2019-01-03,155712077.0,100.0,9000000.0,en,"Horror, Thriller, Mystery",6.4,146093.0
364053,The Art of Racing in the Rain,2019-08-08,33800000.0,109.0,18000000.0,en,"Drama, Romance",7.6,39654.0
364059,Hitman's Wife's Bodyguard,2021-06-14,70060492.0,100.0,70000000.0,en,"Action, Comedy, Crime, Thriller",6.1,110756.0
364063,Rambo: Last Blood,2019-09-19,91500000.0,89.0,50000000.0,en,"Action, Thriller, Drama",6.1,111989.0
364230,Late Night,2019-01-25,22384741.0,102.0,4000000.0,en,"Comedy, Drama",6.5,41375.0
364407,Dragon Rider,2020-10-15,7000000.0,100.0,17800000.0,en,"Animation, Family, Adventure, Fantasy",5.7,2187.0
364619,Maestro,2023-11-22,300000.0,129.0,80000000.0,en,"Drama, Romance, Music",6.5,64386.0
364777,Words on Bathroom Walls,2020-08-21,3151849.0,111.0,8000000.0,en,"Drama, Romance",7.2,14170.0
364896,Megalodon,2018-08-10,5303.0,90.0,130178.0,en,"Action, Science Fiction, Horror, TV Movie",2.8,2634.0
364990,Greenland,2020-07-29,52300000.0,120.0,34000000.0,en,"Action, Thriller, Drama",6.4,139563.0
365152,The Intruder,2019-05-03,40600000.0,102.0,8000000.0,en,Thriller,5.6,19931.0
365241,The Report,2019-09-12,275000.0,119.0,8000000.0,en,Drama,7.2,52462.0
365256,The Many Saints of Newark,2021-09-22,13037403.0,120.0,50000000.0,en,"Crime, Drama",6.3,64801.0
365310,Eternals,2021-11-03,402064899.0,156.0,200000000.0,en,"Science Fiction, Action, Adventure",6.3,395146.0
365482,Crown Vic,2019-11-01,3868.0,110.0,3600000.0,en,"Crime, Drama, Action",6.5,8635.0
366214,Bombshell,2019-12-13,61404394.0,109.0,32000000.0,en,Drama,6.8,129015.0
366490,Like a Boss,2020-01-09,26900000.0,83.0,29000000.0,en,Comedy,4.7,15484.0
366517,Little,2019-04-04,17399000.0,108.0,20000000.0,en,"Comedy, Fantasy, Romance",5.5,14796.0
367187,Morbius,2022-03-30,167635712.0,105.0,75000000.0,en,"Action, Science Fiction, Fantasy",5.1,158106.0
367808,Five Feet Apart,2019-03-14,92600000.0,116.0,7000000.0,en,"Romance, Drama",7.2,86361.0
367915,Raya and the Last Dragon,2021-03-03,130423032.0,107.0,100000000.0,en,"Animation, Family, Fantasy, Action, Adventure",7.3,175862.0
367917,Overcomer,2019-08-22,38026103.0,119.0,5000000.0,en,Drama,6.7,5880.0
368368,Serial Rabbit V: The Epic Hunt,2017-12-28,24000.0,113.0,12000.0,en,"Comedy, Horror",5.5,38.0
369079,The Croods: A New Age,2020-11-25,215905815.0,95.0,65000000.0,en,"Animation, Family, Adventure, Fantasy, Comedy",6.9,54865.0
369314,The Way Back,2020-03-05,14590514.0,107.0,23000000.0,en,Drama,6.7,53776.0
370031,Midsommar,2019-07-03,48015416.0,147.0,9000000.0,en,"Horror, Drama, Mystery",7.1,423431.0
370440,1917,2019-12-25,394638258.0,119.0,100000000.0,en,"War, History, Thriller, Drama",8.2,697429.0
370774,Brightburn,2019-05-09,33224654.0,91.0,6000000.0,en,"Horror, Science Fiction, Thriller, Mystery",6.1,110557.0
370933,The Tax Collector,2020-08-07,942666.0,95.0,30000000.0,en,"Action, Crime, Drama",4.8,15703.0
371015,Piano to Zanskar,2019-05-12,445.0,86.0,150000.0,en,Documentary,7.1,165.0
371253,The Outpost,2020-06-24,2133452.0,123.0,18000000.0,en,"War, Drama, History, Action",6.8,42064.0
371710,The Boogeyman,2023-05-31,66978229.0,99.0,41900000.0,en,"Horror, Thriller, Mystery",5.9,46611.0
371927,The Prodigy,2019-02-06,21200000.0,92.0,6000000.0,en,"Horror, Thriller",5.9,29183.0
371959,Firestarter,2022-05-12,15000000.0,94.0,12000000.0,en,"Horror, Science Fiction, Thriller",4.6,23551.0
372091,Death of a Nation,2018-08-03,5885881.0,108.0,6000000.0,en,"Documentary, History",4.1,7296.0
372596,Waves,2019-11-15,2576990.0,135.0,6000000.0,en,"Romance, Drama",7.5,32565.0
372679,Deadpool & Wolverine,2024-07-24,1331689622.0,128.0,200000000.0,en,"Action, Comedy, Science Fiction",7.9,314850.0
372781,Child's Play,2019-06-19,44902237.0,90.0,10000000.0,en,"Horror, Thriller",5.7,57260.0
373320,Blinded by the Light,2019-08-09,18144644.0,118.0,8300000.0,en,"Drama, Comedy",6.9,27630.0
374157,21 Bridges,2019-10-24,49900000.0,99.0,33000000.0,en,"Crime, Action, Drama",6.6,76176.0
374346,Downton Abbey,2019-09-12,194694725.0,122.0,20000000.0,en,"Drama, Romance, History",7.4,64872.0
374377,The Dead Don't Die,2019-05-15,15800000.0,104.0,11000000.0,en,"Comedy, Horror",5.5,88213.0
374580,Brian Banks,2019-08-09,4300000.0,99.0,10000000.0,en,Drama,7.2,9770.0
375050,Hypnotic,2023-05-11,16014123.0,93.0,70000000.0,en,"Mystery, Thriller, Science Fiction",5.5,39339.0
375143,M3GAN,2022-12-28,180089109.0,102.0,12000000.0,en,"Science Fiction, Horror",6.3,151304.0
375286,Queen & Slim,2019-11-27,47803176.0,131.0,20000000.0,en,"Drama, Romance, Crime",7.1,35108.0
375384,Cats,2019-12-19,77276321.0,110.0,95000000.0,en,"Fantasy, Comedy, Drama",2.8,56617.0
376225,After,2019-04-11,69500000.0,106.0,14000000.0,en,"Romance, Drama",5.3,68336.0
376466,We Die Young,2019-05-09,143837.0,93.0,4000000.0,en,"Drama, Action, Crime, Thriller",5.2,5181.0
376980,Unbound,2018-06-15,21000000.0,97.0,80000.0,en,"Action, Crime, Drama, Thriller",3.3,1150.0
377167,Fragments of Truth,2018-04-24,219342.0,77.0,100000.0,en,Documentary,8.5,33.0
377258,Relic,2020-07-03,3238539.0,89.0,1229578.0,en,"Horror, Mystery, Thriller",6.0,31053.0
377557,Fantasy Island,2020-02-12,49500000.0,109.0,7000000.0,en,"Adventure, Fantasy, Horror, Mystery",4.9,59955.0
377581,Zola,2021-06-30,3500000.0,86.0,5000000.0,en,"Comedy, Crime",6.4,18609.0
377656,Don't Let Go,2019-08-30,5300000.0,107.0,5000000.0,en,"Science Fiction, Thriller, Mystery, Horror",6.4,13585.0
377681,DC League of Super-Pets,2022-07-27,203000000.0,105.0,90000000.0,en,"Animation, Action, Family, Comedy, Science Fiction",7.1,77066.0
377869,Freaks,2019-09-12,368410.0,105.0,2000.0,en,Science Fiction,6.7,41866.0
378374,Monica,2023-05-12,182000.0,113.0,1700000.0,en,Drama,6.3,1503.0
378613,Hustlers,2019-09-12,157600000.0,110.0,20000000.0,en,"Drama, Comedy, Crime",6.3,108977.0
379078,This Changes Everything,2019-06-28,125348.0,97.0,64988.0,en,Documentary,7.7,1898.0
379462,The French Dispatch,2021-10-21,46333545.0,108.0,25000000.0,en,"Drama, Comedy",7.1,154082.0
379500,Gretel & Hansel,2020-01-30,22304357.0,87.0,5000000.0,en,"Fantasy, Horror, Mystery",5.5,35427.0
380713,Abuela's Luck,2018-08-25,10000.0,9.0,8000.0,en,"Drama, Comedy, Crime",7.0,49.0
380736,The Boat,2019-02-22,98559.0,89.0,5000000.0,en,"Thriller, Mystery, Horror",5.7,5083.0
381923,Everything Everywhere All at Once,2022-03-24,139200000.0,140.0,25000000.0,en,"Action, Adventure, Science Fiction",7.8,553380.0
382215,Run,2020-11-20,5184368.0,90.0,1700000.0,en,"Thriller, Horror, Drama",6.7,99709.0
382258,Bully,2015-03-02,14000.0,102.0,1000.0,en,Drama,7.8,38.0
382517,Knives Out,2019-11-27,312897920.0,131.0,40000000.0,en,"Comedy, Crime, Mystery",7.9,791089.0
383850,Color Out of Space,2019-09-07,1023510.0,111.0,6000000.0,en,"Horror, Science Fiction, Mystery, Thriller",6.2,58723.0
384024,American Dresser,2018-09-21,2231.0,97.0,2000000.0,en,"Adventure, Drama",5.3,508.0
384198,Last Christmas,2019-11-07,121600000.0,102.0,30000000.0,en,"Comedy, Romance",6.5,91563.0
385080,The Secret: Dare to Dream,2020-04-16,3215636.0,107.0,21000000.0,en,"Drama, Romance",6.5,18278.0
385707,Free Guy,2021-08-11,331526598.0,115.0,110000000.0,en,"Comedy, Adventure, Science Fiction",7.1,442745.0
385902,Don't Show Mother,2010-11-07,1000.0,78.0,4000.0,en,"Drama, Thriller",4.2,82.0
385915,Medieval,2022-09-08,4311284.0,126.0,23000000.0,en,"Action, Drama, History",5.9,13052.0
386321,Freaky,2020-11-12,15100000.0,102.0,5000000.0,en,"Comedy, Horror",6.3,74848.0
386324,Black Christmas,2019-12-11,18529730.0,92.0,5000000.0,en,"Horror, Mystery, Thriller",3.5,19420.0
386588,Dark Waters,2019-11-22,13601384.0,127.0,20000000.0,en,"Drama, Thriller",7.6,109771.0
386652,Joe Bell,2020-09-14,1700000.0,93.0,3500000.0,en,Drama,6.2,9853.0
387306,The Head Hunter,2019-04-05,44652.0,72.0,30000.0,en,"Horror, Fantasy",5.4,7248.0
388127,Playing with Fire,2019-11-08,69412425.0,96.0,29900000.0,en,"Family, Comedy",5.1,16777.0
388232,Evanescence - Synthesis Live,2018-10-12,1000000.0,88.0,100000.0,en,Music,7.4,26.0
388927,"Are You There God? It's Me, Margaret.",2023-03-29,21800000.0,107.0,30000000.0,en,"Comedy, Drama",7.3,30364.0
389513,Brahms: The Boy II,2020-02-20,20311536.0,86.0,10000000.0,en,"Horror, Mystery, Thriller",4.7,21145.0
390081,Emma.,2020-02-13,25200000.0,125.0,10000000.0,en,"Comedy, Romance",6.7,64817.0
390097,Three Thousand Years of Longing,2022-08-24,20300000.0,108.0,60000000.0,en,"Drama, Fantasy, Romance",6.7,65412.0
390347,The Trial of the Chicago 7,2020-09-25,107423.0,130.0,35000000.0,en,"Drama, History",7.7,196273.0
391727,The Color Purple,2023-12-25,67519192.0,141.0,95000000.0,en,Drama,6.8,17643.0
392520,The Green Knight,2021-07-29,18887953.0,130.0,15000000.0,en,"Adventure, Drama, Fantasy",6.6,122024.0
392604,Monkey Man,2024-04-03,34578510.0,121.0,10000000.0,en,"Action, Thriller",6.9,73456.0
392702,Skylines,2020-10-25,170581.0,113.0,70000000.0,en,"Science Fiction, Action, Thriller",4.8,9472.0
396102,Candyman,2021-08-25,77411570.0,91.0,25000000.0,en,"Horror, Mystery, Thriller",5.9,77248.0
396258,Afternoon Tea,2017-04-28,10.0,8.0,10000.0,en,,8.5,7.0
396265,The Farewell,2019-07-12,23076657.0,100.0,250300.0,en,"Comedy, Drama",7.5,72387.0
396375,Roe v. Wade,2021-04-02,23561.0,112.0,6750000.0,en,"Drama, History",3.7,1645.0
396584,Blue Beetle,2023-08-16,130788072.0,128.0,104000000.0,en,"Action, Science Fiction, Adventure",5.9,102412.0
396688,The Visual Effects of 'Scary Movie 4',2006-04-20,178262620.0,0.0,45000000.0,en,,6.1,17.0
397148,Shang-Chi and the Legend of the Ten Rings,2021-09-01,432243292.0,132.0,150000000.0,en,"Action, Adventure, Fantasy",7.4,447103.0
397399,Impractical Jokers: The Movie,2020-02-21,10700000.0,92.0,3000000.0,en,Comedy,5.7,7396.0
