,title,release_date,revenue,runtime,budget,original_language,genres,imdb_rating,imdb_votes
93025,Mrs. Brown's Boys Live Tour: Good Mourning Mrs. Brown,2012-11-12,2.0,132.0,120.0,en,Comedy,5.6,145.0
93349,The Thought Exchange,2012-06-01,69.0,92.0,212.0,en,,6.9,71.0
93602,I Give It a Year,2013-02-08,29200000.0,97.0,13000000.0,en,"Comedy, Romance",5.7,39728.0
93606,Carmen G,2012-12-07,87.0,0.0,93.0,en,"Thriller, Drama",9.2,94.0
93635,The Haunting in Connecticut 2: Ghosts of Georgia,2013-02-01,5127434.0,101.0,8000000.0,en,"Horror, Drama, Thriller",5.3,18452.0
93789,Inside Out,2015-06-17,857611174.0,95.0,175000000.0,en,"Animation, Family, Adventure, Drama, Comedy",8.1,832257.0
93847,Cinderella,2015-03-06,543514353.0,105.0,95000000.0,en,"Romance, Fantasy, Family, Drama",6.9,193348.0
94120,Open Windows,2014-07-04,100000.0,101.0,4000000.0,en,"Thriller, Action, Crime",5.1,15212.0
94399,Planes,2013-08-09,219788712.0,91.0,50000000.0,en,"Animation, Family, Adventure, Comedy",5.7,49390.0
94524,Phantom,2013-01-03,1197759.0,99.0,10000000.0,en,Thriller,5.9,15316.0
94631,Dallas Buyers Club,2013-11-01,55736588.0,117.0,5000000.0,en,"Drama, History",7.9,525694.0
94658,The Immigrant,2013-11-27,5867686.0,117.0,16000000.0,en,"Drama, Romance",6.6,34100.0
94659,Her,2013-12-18,47351251.0,126.0,23000000.0,en,"Romance, Science Fiction, Drama",8.0,683700.0
94660,Only Lovers Left Alive,2013-12-12,7600000.0,123.0,7000000.0,en,"Drama, Romance",7.2,109714.0
94708,August: Osage County,2013-12-26,74188937.0,121.0,25000000.0,en,"Comedy, Drama",7.2,96369.0
94712,All Is Lost,2013-08-23,6108720.0,106.0,9000000.0,en,"Action, Adventure, Drama",6.9,84478.0
94713,Ain't Them Bodies Saints,2013-07-03,1031243.0,96.0,4000000.0,en,"Crime, Drama, Romance",6.4,23079.0
94721,The Monuments Men,2014-01-24,154984035.0,118.0,70000000.0,en,"War, Drama, History, Action",6.1,143727.0
95046,The Angry Birds Movie,2016-05-11,349779543.0,97.0,73000000.0,en,"Animation, Adventure, Comedy, Family",6.3,106728.0
95151,Straight A's,2013-01-16,61669.0,89.0,2000000.0,en,"Comedy, Drama",5.6,4878.0
95418,The Drop,2014-09-12,19054534.0,106.0,12600000.0,en,"Drama, Crime",7.0,163793.0
95707,13 Sins,2014-04-11,13809.0,93.0,5000000.0,en,"Horror, Thriller",6.3,39767.0
96171,The Equalizer,2014-09-24,192330738.0,132.0,55000000.0,en,"Thriller, Action, Crime",7.2,431416.0
96512,The Kings of Summer,2013-01-19,1400000.0,93.0,1500000.0,en,"Comedy, Drama",7.1,85084.0
96519,Austenland,2013-08-15,2159041.0,97.0,4900000.0,en,"Comedy, Romance",6.3,24077.0
96625,Better Living Through Chemistry,2014-03-14,75143.0,91.0,5000000.0,en,"Drama, Comedy",6.2,15759.0
96741,Interstellar,2014-11-05,701729206.0,169.0,165000000.0,en,"Adventure, Drama, Science Fiction",8.7,2168644.0
96747,Divergent,2014-03-14,288885818.0,139.0,85000000.0,en,"Action, Adventure, Science Fiction",6.6,496455.0
96748,The Truth About Emanuel,2014-01-10,4404.0,96.0,1300000.0,en,"Drama, Thriller",6.0,9778.0
96749,Transcendence,2014-04-16,103039258.0,119.0,100000000.0,en,"Thriller, Science Fiction, Drama, Mystery",6.2,240497.0
96750,Fruitvale Station,2013-07-26,17600000.0,82.0,900000.0,en,Drama,7.5,86651.0
96751,In a World...,2013-08-09,2963902.0,93.0,1000000.0,en,Comedy,6.6,33219.0
96755,Kill Your Darlings,2013-10-16,1600000.0,103.0,5600000.0,en,"Drama, Romance, Thriller",6.4,41766.0
96761,Mother of George,2013-08-26,157937.0,106.0,750000.0,en,Drama,6.5,1291.0
96762,The Spectacular Now,2013-08-02,6854611.0,95.0,2500000.0,en,"Comedy, Drama, Romance",7.0,163096.0
96792,Pet Sematary,2019-04-04,113118226.0,100.0,21000000.0,en,"Horror, Thriller",5.7,100021.0
96849,The Vatican Tapes,2015-07-23,1784763.0,91.0,13000000.0,en,"Thriller, Horror",4.7,19409.0
96852,Oculus,2013-09-08,44459951.0,104.0,5000000.0,en,Horror,6.5,141970.0
97007,Louder Than Bombs,2015-10-01,1400000.0,105.0,11000000.0,en,Drama,6.6,14366.0
97009,The Disappearance of Eleanor Rigby: Them,2014-05-14,1448076.0,119.0,3000000.0,en,Drama,6.3,13210.0
97011,The Zero Theorem,2013-09-20,770706.0,107.0,8500000.0,en,"Drama, Fantasy, Science Fiction",6.0,50106.0
97013,The Young and Prodigious T.S. Spivet,2013-10-16,9494789.0,105.0,33000000.0,en,"Adventure, Drama, Family",7.0,20244.0
97014,Queen of the Desert,2015-09-03,1592853.0,128.0,15000000.0,en,"Drama, Adventure, History",5.7,12773.0
97015,The Rover,2014-06-04,2510007.0,103.0,12250000.0,en,"Crime, Drama",6.4,52018.0
97016,Joe,2014-04-11,2431443.0,118.0,4000000.0,en,Drama,6.8,51849.0
97017,A Most Wanted Man,2014-07-25,31554855.0,121.0,15000000.0,en,Thriller,6.7,81294.0
97018,Maps to the Stars,2014-05-21,1338365.0,112.0,15000000.0,en,Drama,6.2,43235.0
97090,The Call,2013-03-14,68572378.0,94.0,13000000.0,en,"Crime, Thriller",6.7,130991.0
97093,The Purge,2013-05-31,89328627.0,86.0,3000000.0,en,"Science Fiction, Horror, Thriller",5.7,244799.0
97267,Collision,2013-01-30,467282.0,101.0,7700000.0,en,"Action, Thriller, Romance",5.9,3500.0
97457,Tomorrowland,2015-05-19,209200000.0,130.0,190000000.0,en,"Adventure, Family, Mystery, Science Fiction",6.4,193358.0
97467,A Teacher,2013-09-06,8348.0,76.0,100000.0,en,Drama,4.8,5532.0
97531,20 Feet from Stardom,2013-06-14,5892466.0,89.0,1000000.0,en,"Documentary, Music",7.4,14063.0
97718,Soft Bullets,2013-09-09,500.0,90.0,500.0,en,"Action, Crime, Drama",7.8,35.0
97958,Hotel Transylvania 2,2015-09-21,473200000.0,89.0,80000000.0,en,"Animation, Comedy, Family, Fantasy",6.6,147056.0
98062,Apartment 1303 3D,2012-12-06,3377891.0,101.0,5000000.0,en,Horror,2.5,6191.0
98283,Blue Jasmine,2013-08-01,99200000.0,99.0,18000000.0,en,Drama,7.3,214247.0
98351,Jimmy P.,2013-09-11,30283.0,117.0,10000000.0,en,Drama,6.1,3163.0
98610,The Power of Few,2013-02-15,45659.0,96.0,4000000.0,en,"Crime, Drama",5.1,4295.0
99437,The Fifth Estate,2013-10-11,8555008.0,128.0,28000000.0,en,"Drama, Thriller",6.2,43013.0
100053,Serena,2014-10-12,5092129.0,102.0,30000000.0,en,Drama,5.4,30851.0
100089,Spiders,2013-02-08,257019.0,89.0,7000000.0,en,"Science Fiction, Thriller",3.4,4799.0
100138,Out of the Furnace,2013-11-09,15400000.0,116.0,22000000.0,en,"Thriller, Drama, Crime",6.7,126612.0
100181,One Direction: This Is Us,2013-08-28,68500000.0,107.0,10000000.0,en,"Documentary, Music",4.3,25011.0
100987,Fantastic Four,2015-08-05,167977596.0,100.0,120000000.0,en,"Action, Adventure, Science Fiction",4.3,179636.0
100988,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,795900000.0,128.0,230000000.0,en,"Adventure, Action, Fantasy",6.5,354256.0
100989,How to Train Your Dragon: The Hidden World,2019-01-03,524580592.0,104.0,129000000.0,en,"Animation, Family, Adventure",7.4,155764.0
101283,Curse of Chucky,2013-10-08,3876587.0,97.0,5000000.0,en,"Horror, Thriller",5.6,44576.0
101300,Brooklyn,2015-10-20,62076141.0,111.0,11000000.0,en,"Romance, Drama, History",7.5,152222.0
101588,Lost River,2015-04-08,45431.0,95.0,2000000.0,en,"Drama, Fantasy, Thriller",5.7,19301.0
101683,Ah Boys To Men,2012-11-07,6180000.0,108.0,3000000.0,en,Comedy,6.1,614.0
101795,Furious 7,2015-04-01,1515400000.0,137.0,190000000.0,en,"Action, Thriller, Crime",7.1,419823.0
101943,Ride Along,2014-01-07,153997819.0,99.0,25000000.0,en,"Action, Comedy",6.1,124289.0
101999,American Hustle,2013-12-03,251171807.0,138.0,40000000.0,en,"Drama, Crime",7.2,504494.0
102008,BloodRayne,2005-10-22,3650275.0,95.0,25000000.0,en,"Fantasy, Horror",3.0,37504.0
102209,Empire State,2013-09-03,3639345.0,94.0,11000000.0,en,"Action, Drama",5.2,23195.0
102490,Short Term 12,2013-08-23,1645164.0,96.0,1000000.0,en,Drama,7.9,92639.0
102533,The Physician,2013-12-25,57300000.0,155.0,36000000.0,en,"Adventure, Drama, History",7.2,42471.0
102548,A Walk Among the Tombstones,2014-09-18,58834384.0,114.0,28000000.0,en,"Crime, Drama, Mystery, Thriller",6.5,128412.0
102902,The Boxtrolls,2014-09-10,108255770.0,97.0,60000000.0,en,"Animation, Comedy, Family, Fantasy",6.8,62300.0
103152,Inherent Vice,2014-12-12,14710975.0,149.0,20000000.0,en,"Drama, Mystery, Comedy",6.6,112124.0
103194,Frank,2014-05-09,1897363.0,95.0,1000000.0,en,"Comedy, Drama, Mystery",6.9,82909.0
103220,The Green Inferno,2013-09-08,12666449.0,100.0,5000000.0,en,"Adventure, Horror",5.4,50669.0
103526,Housos vs. Authority,2012-11-01,1386692.0,103.0,200000.0,en,Comedy,5.4,724.0
103652,Rio 2,2014-03-19,500200000.0,101.0,103000000.0,en,"Animation, Adventure, Comedy, Family",6.3,102942.0
103656,Khumba,2013-07-18,27200000.0,85.0,20000000.0,en,"Animation, Adventure, Family",5.6,6575.0
103845,Holy Ghost People,2014-05-13,120000.0,93.0,2000000.0,en,"Drama, Thriller",5.0,1125.0
104394,Resident Evil: The Final Chapter,2016-12-23,312200000.0,107.0,40000000.0,en,"Action, Horror, Science Fiction",5.5,102637.0
104459,My Brother's War,2005-09-01,300.0,115.0,40.0,en,"War, History, Drama, Romance",6.3,79.0
104867,Java Heat,2013-03-06,1061.0,104.0,15000000.0,en,"Action, Crime, Drama, Thriller",5.1,4955.0
104887,Dark Touch,2013-09-27,256979.0,90.0,2729542.0,en,Horror,4.8,4458.0
104890,The Machine,2013-04-25,314131.0,92.0,1500000.0,en,"Science Fiction, Thriller",6.0,32241.0
104937,Jane Got a Gun,2015-12-31,3771345.0,98.0,25000000.0,en,"Western, Action, Drama",5.9,24193.0
105163,Evidence of a Haunting,2010-11-10,54474.0,81.0,25000.0,en,Horror,2.4,156.0
105348,Baggage Claim,2013-09-27,22456509.0,96.0,8500000.0,en,"Romance, Comedy",5.1,9782.0
105357,Black Nativity,2013-11-27,7018189.0,93.0,17500000.0,en,"Music, Drama",4.8,2386.0
105366,A Madea Christmas,2013-12-13,53396635.0,100.0,25000000.0,en,"Comedy, Drama",5.1,7215.0
105376,Free Birds,2013-10-30,110000000.0,91.0,55000000.0,en,"Animation, Comedy, Family",5.8,26370.0
105629,Home Run,2013-04-19,2861020.0,114.0,1200000.0,en,Drama,5.9,3392.0
106028,Decoding Annie Parker,2014-05-02,60048.0,91.0,2000000.0,en,Drama,6.2,3339.0
106214,Veronica Mars,2014-03-13,3500000.0,107.0,6000000.0,en,"Crime, Drama, Comedy",6.7,55106.0
106240,Big Hero 6,2014-10-24,657827828.0,102.0,165000000.0,en,"Adventure, Family, Animation, Action, Comedy",7.8,513285.0
106273,Mission: Impossible - Rogue Nation,2015-07-23,682716636.0,131.0,150000000.0,en,"Action, Adventure",7.4,416945.0
106278,Alan Partridge: Alpha Papa,2013-07-24,9800000.0,90.0,4000000.0,en,Comedy,6.9,33199.0
106779,A Field in England,2013-07-05,600000.0,90.0,300000.0,en,"Horror, Thriller, Fantasy",6.2,14249.0
107066,Camp,2013-02-22,325000.0,111.0,200000.0,en,Drama,6.8,798.0
107075,Odd Thomas,2013-01-29,1149267.0,100.0,27000000.0,en,"Mystery, Thriller",6.8,58327.0
107263,Salinger,2013-09-06,650675.0,125.0,2000000.0,en,Documentary,6.7,2711.0
107485,T2 Trainspotting,2017-01-27,42100000.0,117.0,18000000.0,en,"Drama, Comedy",7.1,134588.0
107547,Black Button,2007-01-30,210.0,7.0,200.0,en,Science Fiction,6.6,358.0
107648,Child 44,2015-03-15,3324330.0,137.0,50000000.0,en,"Crime, Thriller",6.4,76583.0
107727,Night at the Museum: Secret of the Tomb,2014-12-17,363204635.0,98.0,127000000.0,en,"Adventure, Comedy, Fantasy, Family",6.2,138470.0
107818,Star Wars: The Last Jedi,2017-12-13,1332698830.0,152.0,200000000.0,en,"Adventure, Action, Science Fiction",6.9,682250.0
107820,Star Wars: The Rise of Skywalker,2019-12-18,1074144248.0,142.0,416000000.0,en,"Adventure, Action, Science Fiction",6.4,503968.0
108123,Dark Places,2015-04-08,5090852.0,113.0,20000000.0,en,"Thriller, Mystery, Drama, Crime",6.2,48381.0
108808,Think Like a Man Too,2014-06-20,70181428.0,105.0,24000000.0,en,"Comedy, Romance",5.7,23204.0
108888,Hercules,2014-07-23,244819862.0,98.0,100000000.0,en,"Action, Adventure",6.0,166025.0
108897,Hands of Stone,2016-08-26,5000000.0,105.0,20000000.0,en,Drama,6.6,17845.0
108899,A Haunted House 2,2014-04-17,25343661.0,87.0,4000000.0,en,"Comedy, Horror",4.7,23816.0
108900,Deliver Us from Evil,2014-07-01,87937815.0,118.0,30000000.0,en,"Thriller, Crime, Horror",6.2,87093.0
110306,22 Jump Street,2014-06-05,331333876.0,112.0,50000000.0,en,"Crime, Comedy, Action",7.0,413348.0
110581,Tell 'em Steve-Dave: Puppet Theater,2013-04-19,46.0,94.0,46.0,en,Comedy,8.9,99.0
110615,Walk of Shame,2014-05-02,8100000.0,95.0,6000000.0,en,Comedy,6.0,57583.0
110907,A Million Ways to Die in the West,2014-05-22,86400000.0,116.0,40000000.0,en,"Comedy, Western",6.1,202107.0
110910,Blue Ruin,2014-04-25,993313.0,91.0,420000.0,en,"Crime, Thriller",7.1,80783.0
110923,The Legend of Hercules,2014-01-10,61279452.0,99.0,70000000.0,en,"Action, Adventure",4.3,56588.0
110931,Entourage,2015-06-03,49263404.0,104.0,30000000.0,en,"Comedy, Drama",6.5,83523.0
111000,In the Face of Evil: Reagan's War in Word and Deed,2004-10-01,110577.0,107.0,500000.0,en,Documentary,4.4,345.0
111268,Star Trek Beyond,2016-07-07,343471816.0,122.0,185000000.0,en,"Action, Adventure, Science Fiction",7.0,261230.0
111330,Saved,2009-04-11,1000000.0,89.0,200.0,en,Drama,5.1,195.0
112386,The Last Days on Mars,2013-08-11,24084.0,98.0,10600000.0,en,"Science Fiction, Thriller, Horror",5.5,39277.0
112395,American Sniper,2014-12-25,542300000.0,133.0,58800000.0,en,"War, Action",7.3,538096.0
112446,Blood Ties,2013-08-22,2415472.0,128.0,25500000.0,en,"Thriller, Crime, Drama",6.5,21412.0
112996,3 Days to Kill,2014-02-14,53260230.0,113.0,28000000.0,en,"Action, Drama, Thriller",6.2,98648.0
113016,Dom Hemingway,2013-11-14,1300000.0,93.0,7000000.0,en,"Comedy, Crime, Drama",6.1,27766.0
113017,Mandela: Long Walk to Freedom,2013-11-28,27300000.0,141.0,35000000.0,en,"Drama, History",7.1,29368.0
113020,No Escape,2015-08-26,54400000.0,103.0,5000000.0,en,"Thriller, Action",6.7,94740.0
113023,Third Person,2014-06-20,1749201.0,137.0,28000000.0,en,"Drama, Romance",6.3,29549.0
113506,Ah Boys To Men 2,2013-01-31,5600000.0,113.0,2120000.0,en,"Comedy, Drama, War",6.2,328.0
113748,The Other Woman,2014-04-16,196800000.0,109.0,40000000.0,en,"Comedy, Romance",6.0,153354.0
113750,The Quiet Ones,2014-04-01,17834867.0,98.0,200000.0,en,Horror,5.1,21381.0
113751,Metallica: Through the Never,2013-09-25,7972967.0,93.0,18000000.0,en,Music,7.1,18326.0
113805,Assisted Living,2005-02-02,41.0,76.0,500.0,en,"Comedy, Drama",6.5,289.0
113833,Lone Survivor,2013-12-24,149295601.0,121.0,40000000.0,en,"War, Action, Drama",7.5,310747.0
113920,Let's Be Cops,2014-08-13,136600000.0,104.0,17000000.0,en,Comedy,6.4,140997.0
114330,Birdman or (The Unexpected Virtue of Ignorance),2014-10-17,103215094.0,120.0,18000000.0,en,"Drama, Comedy",7.7,673417.0
114874,Neighbors,2014-05-08,270700000.0,97.0,18000000.0,en,Comedy,6.3,333542.0
114875,Collide,2016-06-10,6817535.0,98.0,21500000.0,en,"Thriller, Action",5.7,17555.0
115628,Annie,2014-12-18,136853506.0,118.0,65000000.0,en,"Comedy, Drama, Family",5.4,41183.0
116021,50 to 1,2014-03-21,1064454.0,110.0,10000000.0,en,"Comedy, Drama",6.3,2290.0
116346,Chappie,2015-03-04,104399548.0,120.0,49000000.0,en,"Crime, Action, Science Fiction",6.8,273177.0
116347,Million Dollar Arm,2014-05-09,38307627.0,124.0,25000000.0,en,Drama,7.0,48226.0
116397,Begin Again,2013-09-07,63500000.0,104.0,8000000.0,en,"Comedy, Music, Romance, Drama",7.4,169054.0
116624,The Maze Runner,2014-09-10,348319861.0,113.0,34000000.0,en,"Action, Mystery, Science Fiction, Thriller",6.8,521986.0
116641,Elephant Tales,2006-10-24,33.0,92.0,7500000.0,en,,5.3,117.0
117007,The Frozen Ground,2013-07-11,5496951.0,105.0,27220000.0,en,"Thriller, Crime",6.4,68737.0
117114,Wolf Creek 2,2013-08-30,9630444.0,106.0,8000000.0,en,"Horror, Thriller",6.1,23413.0
117139,These Final Hours,2014-07-31,360000.0,87.0,2500000.0,en,"Science Fiction, Drama, Thriller",6.6,19281.0
117343,Atlas Shrugged: Part III,2014-09-12,847000.0,99.0,5000000.0,en,"Drama, Science Fiction, Mystery",4.3,3957.0
117614,Draft Day,2014-04-11,28831145.0,110.0,25000000.0,en,Drama,6.8,68268.0
117906,Crimson Peak,2015-10-13,74700000.0,118.0,55000000.0,en,"Horror, Romance",6.5,160515.0
117908,Blackhat,2015-01-13,17752940.0,133.0,70000000.0,en,"Crime, Thriller, Action",5.5,65146.0
118714,The House of Magic,2013-12-24,64197205.0,85.0,34000000.0,en,"Family, Fantasy, Animation, Adventure",6.2,7477.0
119216,Vampire Academy,2014-02-07,15391979.0,104.0,30000000.0,en,"Comedy, Action, Fantasy",5.4,57284.0
119237,The Man from U.N.C.L.E.,2015-08-13,108100000.0,116.0,75000000.0,en,"Comedy, Action, Adventure",7.2,340054.0
119262,Jessabelle,2014-11-07,23456897.0,90.0,1000000.0,en,"Thriller, Horror",5.4,26204.0
119263,Amityville: The Awakening,2017-06-30,8481997.0,87.0,12000000.0,en,"Horror, Thriller",4.8,15807.0
119405,Homefront,2013-11-12,51695362.0,100.0,22000000.0,en,"Action, Thriller",6.5,132697.0
119838,Before I Go to Sleep,2014-09-03,17669776.0,92.0,22000000.0,en,"Thriller, Mystery",6.3,85298.0
119966,Philomena,2013-11-01,100100000.0,98.0,12000000.0,en,Drama,7.6,104441.0
120141,Gods of Egypt,2016-02-25,150680864.0,127.0,140000000.0,en,"Action, Adventure, Fantasy",5.4,128059.0
120143,The Judge,2014-10-08,84419388.0,141.0,40000000.0,en,Drama,7.4,209940.0
120144,Our Kind of Traitor,2016-05-05,9930095.0,108.0,4000000.0,en,Thriller,6.2,24262.0
120146,The Imitation Game,2014-11-14,233600000.0,113.0,14000000.0,en,"History, Drama, Thriller, War",8.0,836414.0
120149,Belle,2013-05-01,16500000.0,105.0,10900000.0,en,Drama,7.3,33578.0
120235,In the Heart of the Sea,2015-12-03,93900000.0,122.0,100000000.0,en,"Thriller, Drama, Adventure, Action, History",6.9,150437.0
120497,The Last Five Years,2014-11-03,292092.0,94.0,3500000.0,en,"Comedy, Drama, Music, Romance",5.9,10877.0
120580,Predestination,2014-08-28,4942449.0,97.0,5500000.0,en,"Science Fiction, Thriller",7.4,311711.0
120668,Spectre,2015-10-26,880707597.0,148.0,245000000.0,en,"Action, Adventure, Thriller",6.8,471966.0
121136,Kingsman: The Secret Service,2015-01-24,414351546.0,129.0,81000000.0,en,"Crime, Comedy, Action, Adventure",7.7,732634.0
121256,Inferno,2016-10-13,220000000.0,121.0,75000000.0,en,"Mystery, Thriller, Action",6.2,192254.0
121340,Jackass Presents: Bad Grandpa,2013-10-22,151831537.0,92.0,15000000.0,en,Comedy,6.5,98746.0
121788,Batman v Superman: Dawn of Justice,2016-03-23,874362803.0,152.0,250000000.0,en,"Action, Adventure, Fantasy",6.5,759925.0
121831,The Grand Seduction,2014-05-30,3430018.0,112.0,12700000.0,en,Comedy,7.0,19619.0
121833,Life of Crime,2013-09-14,265452.0,94.0,12000000.0,en,"Comedy, Crime",5.8,20406.0
121874,Parkland,2013-10-02,1412181.0,94.0,10000000.0,en,"History, Drama",6.4,17735.0
121958,Bad Words,2013-09-06,7800000.0,89.0,9500000.0,en,Comedy,6.6,55940.0
121989,Jersey Boys,2014-06-18,67347013.0,134.0,40000000.0,en,"Music, Drama",6.8,37151.0
122215,Nothing Left to Fear,2013-09-26,1675381.0,100.0,3000000.0,en,Horror,4.4,5272.0
122457,Locke,2014-04-10,4635300.0,85.0,2000000.0,en,"Drama, Thriller",7.1,161662.0
122505,Gone Girl,2014-10-01,370890259.0,149.0,61000000.0,en,"Mystery, Thriller, Drama",8.1,1089044.0
122661,Mortdecai,2015-01-21,47318560.0,107.0,60000000.0,en,"Comedy, Adventure",5.5,77567.0
122663,Celsius 41.11,2004-10-22,93000.0,72.0,1000000.0,en,Documentary,4.1,1409.0
122708,Afflicted,2014-04-04,121179.0,85.0,318000.0,en,"Horror, Thriller",6.2,25943.0
122768,The Sacrament,2013-09-02,9221.0,99.0,4000000.0,en,"Horror, Thriller",6.1,21496.0
123086,Minions,2015-06-17,1159457503.0,91.0,74000000.0,en,"Family, Animation, Adventure, Comedy",6.4,266159.0
123622,What If,2013-09-07,8500000.0,93.0,11000000.0,en,"Drama, Comedy, Romance",6.8,82306.0
123653,Make Your Move,2013-08-07,1583687.0,110.0,15000000.0,en,Music,5.5,3377.0
123657,Chef,2014-05-08,45967935.0,114.0,11000000.0,en,Comedy,7.3,236469.0
124104,Masterminds,2016-09-29,29200000.0,95.0,25000000.0,en,"Action, Comedy, Crime",5.8,61765.0
124306,The Face of Love,2013-10-25,350006.0,92.0,4000000.0,en,"Drama, Romance",6.2,6044.0
124674,Ted 2,2015-06-25,215863606.0,115.0,68000000.0,en,"Comedy, Fantasy",6.3,239237.0
124871,Grace of Monaco,2014-04-22,26576000.0,103.0,30000000.0,en,"Romance, Drama",5.7,21402.0
125321,Fifty Shades of Grey,2015-02-11,571000000.0,125.0,40000000.0,en,"Drama, Romance, Thriller",4.2,340409.0
125441,Into the Storm,2014-08-06,160600000.0,89.0,50000000.0,en,"Action, Thriller",5.8,72384.0
126132,Savages Crossing,2011-05-11,30000.0,82.0,200000.0,en,"Thriller, Horror",3.6,299.0
126256,Justice League: War,2014-01-21,5155325.0,79.0,3500000.0,en,"Animation, Action",7.2,38089.0
126277,Left Behind,2014-10-03,19682924.0,110.0,16000000.0,en,"Thriller, Action, Science Fiction",3.1,43053.0
126622,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014-10-08,100654149.0,81.0,28000000.0,en,"Family, Comedy",6.2,47052.0
126651,Planes: Fire & Rescue,2014-07-17,151165787.0,83.0,50000000.0,en,"Animation, Comedy, Adventure, Family",5.9,20227.0
126853,Wolverine: Origin,2013-07-09,3731.0,71.0,150.0,en,"Animation, Action, Science Fiction",6.8,415.0
127403,Coherence,2013-09-19,139745.0,89.0,50000.0,en,"Thriller, Science Fiction",7.2,151890.0
127704,London Fields,2018-09-20,487420.0,118.0,8000000.0,en,"Crime, Thriller",3.9,12475.0
128635,About Last Night,2014-02-14,49002684.0,100.0,12500000.0,en,"Comedy, Romance",6.0,25362.0
128650,The Fault in Our Stars,2014-05-16,307166834.0,133.0,14000000.0,en,"Romance, Drama",7.7,407437.0
128651,Aloha,2015-05-29,26250020.0,105.0,37000000.0,en,"Drama, Comedy, Romance",5.4,73487.0
128894,Slow West,2015-05-15,1617522.0,84.0,2000000.0,en,"Western, Drama, Thriller",6.9,48416.0
128941,Sir Billi,2012-04-13,15838.0,76.0,15000000.0,en,"Animation, Adventure, Comedy",2.8,816.0
128988,Sausage Party,2016-07-11,140705322.0,89.0,19000000.0,en,"Adventure, Animation, Comedy, Fantasy",6.1,214310.0
129087,Mocca: Life Keeps on Turning,2011-06-06,10000.0,80.0,5000.0,en,"Documentary, Music",8.0,10.0
129195,Into the Woods,2014-12-24,212902372.0,125.0,50000000.0,en,"Fantasy, Comedy",5.9,149241.0
129805,Peter Gabriel - Live In Athens 1987,2013-09-13,1000000.0,145.0,100000.0,en,"Music, Documentary",8.3,115.0
129819,That Awkward Moment,2014-01-29,45600000.0,94.0,8000000.0,en,"Comedy, Romance",6.1,108105.0
129821,Non-Stop,2014-02-26,222800000.0,106.0,50000000.0,en,"Action, Thriller, Mystery",6.9,278800.0
129883,Macbeth,2015-09-22,16322067.0,113.0,15000000.0,en,"Drama, War",6.6,59962.0
129962,Sex Tape,2014-07-17,126069509.0,94.0,40000000.0,en,Comedy,5.1,119126.0
130234,Tammy,2014-07-02,100500000.0,97.0,20000000.0,en,Comedy,4.9,55450.0
130412,Endless Love,2014-02-12,34100000.0,103.0,20000000.0,en,"Drama, Romance",6.2,48002.0
130568,The Giver,2014-08-13,66980456.0,97.0,25000000.0,en,"Drama, Science Fiction",6.4,126895.0
130569,Horrible Bosses 2,2014-11-12,107645357.0,108.0,42000000.0,en,Comedy,6.3,186817.0
130646,Unbroken,2014-12-25,163400000.0,137.0,65000000.0,en,"Drama, War",7.2,185878.0
130671,Paranormal Activity: The Marked Ones,2014-01-01,90894962.0,84.0,5000000.0,en,"Horror, Thriller",5.0,45982.0
130858,Anna,2013-10-13,1200000.0,99.0,4357373.0,en,"Thriller, Drama",6.4,25479.0
130862,The Adventurer: The Curse of the Midas Box,2013-12-05,6399.0,99.0,25000000.0,en,"Fantasy, Adventure, Family",5.5,7290.0
130869,Project Almanac,2015-01-28,33200000.0,106.0,12000000.0,en,"Science Fiction, Thriller",6.3,85096.0
130876,Dolphin Tale 2,2014-09-11,52424533.0,107.0,36000000.0,en,"Family, Drama",6.4,9909.0
130898,The Nut Job,2014-01-17,122500000.0,85.0,42000000.0,en,"Animation, Comedy, Family, Adventure",5.7,30631.0
130985,The Peanuts Movie,2015-11-05,246233113.0,88.0,99000000.0,en,"Comedy, Animation, Family",7.0,50478.0
131024,Victor Frankenstein,2015-11-10,34200000.0,109.0,40000000.0,en,"Drama, Science Fiction, Thriller",5.9,61073.0
131056,Fury,2014-10-15,211817906.0,135.0,68000000.0,en,"War, Drama, Action",7.6,560203.0
131061,Home,2015-03-18,368871007.0,94.0,135000000.0,en,"Fantasy, Comedy, Animation, Science Fiction, Family",6.5,113762.0
131062,The SpongeBob Movie: Sponge Out of Water,2015-01-28,311594032.0,93.0,74000000.0,en,"Family, Adventure, Comedy, Fantasy, Animation",6.0,62517.0
131075,The Hundred-Foot Journey,2014-08-06,89500000.0,122.0,22000000.0,en,"Drama, Comedy",7.3,88371.0
131084,The Longest Ride,2015-04-09,63013281.0,128.0,34000000.0,en,"Drama, Romance",7.0,90150.0
131150,The Book of Life,2014-10-01,97437106.0,95.0,50000000.0,en,"Animation, Adventure, Comedy, Family, Fantasy",7.2,79303.0
131152,A Perfect Man,2013-11-01,388.0,95.0,5000000.0,en,Drama,5.2,2225.0
131193,Believe,2013-10-04,284000.0,94.0,6000000.0,en,Drama,5.7,1052.0
131316,Mischief Night,2013-10-30,57000.0,86.0,108000.0,en,"Horror, Drama, Thriller",4.6,2043.0
131471,The Interview,2014-12-25,12342632.0,113.0,44000000.0,en,"Action, Comedy",6.5,360479.0
